"period";"scenario";"Ass";"Rule";"Rec";"INN";"OER";"Fscan";"P5th_B1plus";"P10th_B1plus";"Median_B1plus";"P90th_B1plus";"P95th_B1plus";"Mean_B1plus";"Median_lastB1plus";"IAV1_B1plus";"IAV2_B1plus";"avg_P_B1plus_Blim";"avg_P_B1plus_Blow";"once_P_B1plus_Blim";"once_P_B1plus_Blow";"max_P_B1plus_Blim";"max_P_B1plus_Blow";"years_B1plus_under_Blim";"years_get_B1plus_up_Blim";"firstyear_B1plus_Blim";"years_B1plus_under_Blow";"years_get_B1plus_up_Blow";"firstyear_B1plus_Blow";"closure";"closure_once";"years_closure";"P5th_F";"Median_F";"P95th_F";"P5th_Catch";"Median_Catch";"P95th_Catch";"Mean_Catch";"StDev_Catch";"IAV1_Catch";"IAV2_Catch"
"last";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.45";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.45;1621.61760636506;4241.26559494018;58454.7726953154;284717.283963953;366669.496871435;106174.830325024;40279.193953866;21432.3788707132;0.956318297388897;0.9351;0.8124;0.998;0.943;0.954;0.864;9.351;9.04608333333333;NA;8.124;7.8865;NA;0;0;0;0.30745164442643;0.510886576903617;0.928245631810043;739.446159796634;22820.8568282991;130542.845686018;39665.1949526358;13975.8068141281;8447.7441804515;0.95562675616608
"last";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.46";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.46;1088.78670046873;2915.18148767288;47457.0212616414;262722.752317322;346849.418983196;94996.7787350785;31487.0434538053;19472.8473781559;0.947323480911598;0.9455;0.8402;1;0.95;0.959;0.887;9.455;9.22133333333333;NA;8.402;8.1555;NA;0;0;0;0.316063262856797;0.532297057867169;1.01405976423924;502.963275682056;19175.7844618881;127494.959148428;36331.5450180106;13170.5714571729;7849.33393073582;0.946452674919444
"last";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.47";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.47;721.570076051479;2039.74099853126;37812.2234598978;241591.627732075;331054.439850271;84784.3951250553;23911.7097570988;17673.3063113231;0.937978568651516;0.953;0.863;1;0.96;0.961;0.903;9.53;9.31916666666667;NA;8.63;8.38933333333333;NA;0;0;0;0.325581339242365;0.55527735248539;1.07860227512985;357.654932287804;15813.5096408771;123945.145049479;33184.1363999528;12398.132128124;7279.98007927005;0.936852635934481
"last";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.48";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.48;496.16804441934;1433.63902208294;29973.4428907667;219077.161427976;313402.864125735;75528.2102795535;18008.1966169613;16010.9657711064;0.928468606019769;0.9606;0.8803;1;0.966;0.968;0.913;9.606;9.39716666666667;NA;8.803;8.62125;NA;0;0;0;0.334613205990952;0.580334628876706;1.12307575979474;249.210997537827;12875.6472706481;120276.555945658;30237.3951004298;11647.7727836013;6735.23164692122;0.92707121270377
"last";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.49";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.49;349.615578392799;1038.16929421117;23331.9760374529;197797.211207654;292390.900910136;67052.4917214987;13186.7533866362;14450.0289852434;0.918886658999091;0.9676;0.899;1;0.974;0.976;0.927;9.676;9.47733333333333;NA;8.99;8.84116666666667;NA;0;0;0;0.343801241926338;0.608287999526727;1.15989620127587;187.525088540718;10413.8383781593;115249.373849414;27446.8614380376;10918.5518249774;6212.554801523;0.917176478836401
"last";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.5";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.5;261.47708037521;763.19601616094;17846.1626041041;178606.826294525;271415.290939257;59409.806781412;9599.54922435423;13025.2501073065;0.909347041859064;0.9739;0.9123;1;0.983;0.982;0.94;9.739;9.59;NA;9.123;8.99983333333333;NA;0;0;0;0.353964646656075;0.636496378452638;1.1857013592005;142.633610121591;8401.6731355917;107916.940256447;24865.0520701471;10195.4738749794;5717.4519297692;0.907351778598471
"last";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0;487070.325962368;524947.02147773;672960.746759028;879824.383778526;952890.48833531;692538.200569229;671865.261297803;67669.6437496178;1.008707236746;1e-04;0;0.001;0;0.001;0;0.001;0.001;2041;0;0;2041;0.7981;1;7.981;0;0;0;0;1e-06;1e-06;8.76e-07;1.3168667984505e-22;1.3084306165781e-22;1
"last";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan1.5";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";1.5;7.22251458656188;14.9768288965853;172.744061125746;1961.0145912466;4203.68127089821;963.010471166069;37.9233660523631;319.25449811098;0.768477149268028;1;1;1;1;1;1;10;10;NA;10;10;NA;0;0;0;0.923204798356403;1.20304472891362;1.41084913856225;5.0257026427593;119.231351530712;2874.85352887884;646.856497122339;512.544356987467;207.456733025284;0.763915026153709
"last";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan1";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";1;9.43081750647538;19.9056624555487;249.388326390477;3324.12839399799;7559.29835465214;1762.68055996231;58.2540340155891;565.728051693225;0.777676215032192;1;1;1;1;1;1;10;10;NA;10;10;NA;0;0;0;0.80617286850552;1.17920087710185;1.38197728431817;6.50756471678651;168.267545317938;5022.69183747582;1127.75104792703;847.874047481527;359.281369795082;0.772365226219319
"last";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan2";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";2;6.84617419797637;14.2168724090777;158.746985209517;1647.64098134724;3518.07048070457;794.85331722223;33.1998497723976;265.165651898528;0.76648723885018;1;1;1;1;1;1;10;10;NA;10;10;NA;0;0;0;0.943010766431499;1.20843150443674;1.41811766879486;4.73557936667048;110.166880644677;2406.35401554857;541.491962749797;435.164395043015;175.157350242999;0.762800080375855
"last";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.02";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.02;262462.517882823;279083.166581636;346640.961074551;430807.97868999;461590.21490059;352296.884645199;350308.398707509;29955.8410149624;1.00697702063539;0.438;1e-04;0.883;0.001;0.457;0.001;4.38;3.3255;NA;0.001;0.001;2041;0;0;0;0.0186254950581878;0.0244371820452988;0.0316992718848074;6057.96662196984;8368.98578686495;11691.0381106667;8557.62859323305;1261.44313401317;911.193652479872;1.01501157957964
"last";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.03";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.03;255601.512388314;271498.186446245;335957.817591565;419482.381448838;446391.126040759;342276.895944231;339541.802455463;29591.5819723559;1.00784771984605;0.5105;4e-04;0.925;0.002;0.53;0.002;5.105;3.81683333333333;NA;0.004;0.004;2041;0;0;0;0.0277365133369785;0.0367062365098257;0.0479052597582763;8704.62522818122;12138.4611122631;16980.753703234;12410.0715678083;1832.12220908821;1349.05307477487;1.01543861841205
"last";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.04";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.04;244010.886131499;260194.125636271;325730.515016945;409143.637319815;437905.303869463;331685.981601469;327767.821582471;30027.6730639843;1.00763128086691;0.5837;5e-04;0.965;0.004;0.599;0.002;5.837;4.46616666666667;NA;0.005;0.005;2041;0;0;0;0.0368821923082782;0.0494041241157285;0.0655135399045031;11297.4662834194;15749.0048324265;22137.9842608413;16133.1750555882;2463.69786498596;1826.84412569108;1.01568279019883
"last";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.05";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.05;234787.775521304;250430.572717062;315836.215680812;397855.296388891;426705.461548088;321458.404330965;316803.960840584;29840.5906258101;1.00752230982546;0.6447;0.002;0.978;0.012;0.655;0.005;6.447;4.994;NA;0.02;0.02;2041;0;0;0;0.0463493713712787;0.0622538432737749;0.0833363785487181;13682.7068329363;19079.1196140373;27032.8633791667;19560.0688338473;3070.19920660174;2255.94453664392;1.01685269032
"last";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.06";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.06;229129.193355214;243852.479372631;306418.790139269;388541.281496934;417706.200297321;312911.456525525;310549.069808991;30215.2086412948;1.00879187428569;0.6983;0.0059;0.991;0.045;0.718;0.008;6.983;5.42316666666667;NA;0.059;0.0555;2041;0;0;0;0.0552685270142652;0.0755511504761648;0.102371656888495;15834.4347149527;22409.4514163555;31979.8452009598;22985.9103155625;3669.98420930279;2747.0105739259;1.017615165855
"last";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.07";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.07;218311.822343972;234255.556548933;297786.048518878;378962.11329531;405426.268117332;303600.576969332;300900.713748698;29864.107334075;1.00841975002312;0.7418;0.0124;0.99;0.076;0.764;0.018;7.418;5.79666666666667;NA;0.124;0.117;2041;0;0;0;0.0644646596318798;0.0888231872477144;0.121879198830089;17998.7386601454;25405.8584215734;36098.8762901051;26028.8792595146;4223.05883107455;3183.918204779;1.01687345977236
"last";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.08";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.08;209385.690901566;225738.448071152;289732.92745146;371099.287079139;398392.471004977;295358.726403502;291832.486668185;30165.0466344218;1.00851577724143;0.786;0.0264;0.994;0.146;0.808;0.035;7.86;6.36141666666667;NA;0.264;0.2425;2041;0;0;0;0.0732264161878228;0.10218442199802;0.142896560015391;19876.1223744094;28225.3729437434;40838.7170760532;29034.5508426012;4908.461919064;3674.68651133865;1.01877636120947
"last";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.09";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.09;202056.784489545;218463.567658894;281470.703598785;361602.898096067;389786.12807929;286939.012382202;281878.809813627;29863.0143512802;1.00903963680659;0.8249;0.0378;0.998;0.184;0.843;0.044;8.249;6.73491666666667;NA;0.378;0.3545;2041;0;0;0;0.0820722821128857;0.115637529288711;0.162308968425359;21451.9770417545;30766.9274106003;44590.7436675954;31643.1929265329;5414.14430460781;4141.17415964585;1.01906116798492
"last";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.1";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.1;193383.188550527;210076.554087133;274958.662356585;355289.304243668;384392.727462972;279858.754071588;275198.497992772;30293.0642716238;1.00912625031182;0.8477;0.0572;0.998;0.261;0.863;0.07;8.477;7.11233333333333;NA;0.572;0.5295;2041;0;0;0;0.0904731960719043;0.129139553278251;0.184261675248408;23086.0087915902;33352.1787045699;48490.0010209146;34300.5432565918;6072.82780827245;4529.83291145974;1.01855302631579
"last";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.11";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.11;182183.076354334;199950.694643137;266143.568873869;345830.431226106;374432.405723705;270685.133013717;267407.907998528;29937.9530055183;1.01018993430025;0.8774;0.0879;0.999;0.341;0.892;0.109;8.774;7.50458333333333;NA;0.879;0.788;NA;0;0;0;0.0993933427524064;0.142239803517543;0.204381745642284;24134.1841275349;35356.1792985665;51722.8000753975;36266.4565889044;6505.7921227752;4921.29805164312;1.01877455793608
"last";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.12";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.12;177210.226012449;194542.057020464;260650.019290747;340961.698704414;369790.119349825;265136.890250488;261376.576364574;30061.7801812397;1.00992153068424;0.8913;0.1074;1;0.404;0.904;0.125;8.913;7.731;NA;1.074;0.945666666666667;NA;0;0;0;0.108272327493509;0.15583139917484;0.22728417099989;25509.5457129173;37637.4215653993;55275.0622777422;38676.1562417373;7141.73290171819;5446.37806192832;1.01981011036798
"last";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.13";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.13;163046.703447331;183609.431056248;252667.827921043;332888.286755597;360252.808721748;256328.912405511;256016.670228235;29493.537649428;1.00995508587789;0.9098;0.1499;1;0.493;0.92;0.163;9.098;8.02291666666667;NA;1.499;1.31733333333333;NA;0;0;0;0.116181001054338;0.169062734862441;0.251022561254432;25920.781030881;39241.7752770918;58258.3049172573;40349.7767351699;7673.49648217214;5759.74923072972;1.01977575698943
"last";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.14";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.14;153134.763970272;172509.654293509;244234.773692717;325437.326048836;353786.869951078;247662.325831296;247427.044782848;29582.7041272039;1.01039196626795;0.9251;0.196;1;0.563;0.936;0.209;9.251;8.26816666666667;NA;1.96;1.67866666666667;NA;0;0;0;0.123762242379811;0.182302771076697;0.274863989454382;26329.2566079722;40587.1360054094;60837.9890520971;41691.2043926114;8164.0433970202;6148.75032034505;1.01896718603025
"last";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.15";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.15;137898.22497319;161337.813142129;237669.722054476;320102.011697675;347865.063463642;239672.488320639;241060.562438878;29111.0328083257;1.01171506347682;0.9375;0.2444;1;0.627;0.951;0.263;9.375;8.48816666666667;NA;2.444;2.14516666666667;NA;0;0;0;0.129753109841403;0.196322789237453;0.302645995762655;26071.2451323583;41900.836195378;63657.4544348293;42988.7577639121;8624.82553818439;6449.85838209042;1.02001003148243
"last";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.16";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.16;128623.908602474;151575.255771226;229487.931776033;311404.698167029;339151.476689639;231279.227478539;231077.974206565;28349.4166911899;1.00904430779802;0.9483;0.2874;1;0.672;0.957;0.3;9.483;8.7645;NA;2.874;2.44766666666667;NA;0;0;0;0.138620884391799;0.210122070536065;0.329243818085283;26100.2867959497;43007.5055302117;66279.7831665805;44134.2786795013;9066.70842520864;6816.3996826813;1.01902447647011
"last";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.17";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.17;117368.154483688;141452.634682618;225089.876671511;306170.750944773;331968.764157746;225524.382696764;225619.428844583;28172.5815353842;1.01061131982977;0.9559;0.3189;1;0.713;0.967;0.344;9.559;8.899;NA;3.189;2.75566666666667;NA;0;0;0;0.145395322275362;0.221227726714664;0.349760683317597;25517.3573312669;44091.8523035234;68165.9678066317;45134.7099311985;9410.06647794086;7129.34287876742;1.02234429551752
"last";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.18";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.18;107162.685289565;130936.185527745;219033.444989364;304259.204696451;331522.783370616;219559.85164634;217009.920568295;28120.4392405905;1.01020387418281;0.9563;0.3603;1;0.758;0.97;0.38;9.563;8.94791666666667;NA;3.603;3.07508333333333;NA;0;0;0;0.152115141555166;0.233904255565617;0.375964918239014;25155.5102779175;45083.1350320898;70450.2048182943;46053.9049872549;9963.05976442331;7368.51584676571;1.02069281096154
"last";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.19";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.19;96777.4683871647;119435.081759376;209687.419284598;294364.403608327;320443.293245764;209450.660524581;210356.584892485;27086.6604874408;1.00753308066129;0.968;0.419;1;0.802;0.979;0.44;9.68;9.18241666666667;NA;4.19;3.54758333333333;NA;0;0;0;0.158588147866967;0.246499798492196;0.406955425753636;23685.3816132357;45191.0121983326;71681.5439471645;46027.9375870016;10315.5018571632;7548.89523704141;1.01881246819258
"last";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.2";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.2;82024.3639722709;106946.467107875;203405.33643826;290810.40540461;317797.192471502;202511.331907308;202472.272457725;26753.6362201495;1.00892020754085;0.9677;0.4589;1;0.826;0.981;0.474;9.677;9.2225;NA;4.589;3.975;NA;0;0;0;0.162936902741985;0.256892411417392;0.428511308191104;21015.2861412709;45227.0702951393;73393.2150615435;46075.7370559236;10578.8994331347;7719.64104591969;1.01942642298566
"last";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.21";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.21;75545.9752349244;97589.0542480722;193943.232485125;285280.94361859;313455.06981057;194227.436349273;189844.589759473;26215.0958746905;1.00374148346975;0.9726;0.5131;1;0.87;0.981;0.535;9.726;9.34483333333333;NA;5.131;4.42033333333333;NA;0;0;0;0.169957450969708;0.271876344472184;0.463990432494486;20688.37628234;45748.6985330811;74763.2303783261;46335.4686334533;10972.4776111049;7906.27497252192;1.0173842135494
"last";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.22";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.22;66988.36185151;89381.4993627108;187605.192499773;283313.01037344;312290.884986994;188391.290093597;187409.959468234;26153.6439272565;1.005589422686;0.9731;0.5435;1;0.883;0.986;0.565;9.731;9.27533333333333;NA;5.435;4.75416666666667;NA;0;0;0;0.17325140157267;0.279549654737097;0.496759855049583;18738.9995015729;45364.4221359244;75649.4093805438;46049.5587326442;11468.0953426903;8073.39756678441;1.01905437536496
"last";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.23";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.23;70929.2179307129;89816.5247109514;183906.062923753;275359.629325694;302247.648176325;184670.119135782;183752.430283678;25158.6224842034;1.00460917627436;0.9806;0.5644;1;0.901;0.988;0.577;9.806;9.496;NA;5.644;4.938;NA;0;0;0;0.18226109717678;0.288153870010659;0.512297907997729;19306.8862267157;45809.9487549646;77220.7193512828;46707.2374544684;11617.2292829284;8223.07929132971;1.01848619429315
"last";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.24";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.24;62816.3777344454;82757.2207005845;176987.587500836;268538.843108675;296816.60240951;177583.008100217;176437.19938139;24567.549846602;1.00519503733988;0.9839;0.6007;1;0.921;0.995;0.617;9.839;9.56183333333333;NA;6.007;5.21041666666667;NA;0;0;0;0.186026652077761;0.300868877141086;0.536564905066295;18311.9198384471;45686.9331204705;77718.7308275238;46436.5807636082;11896.5915220679;8327.92967487482;1.01917920903065
"last";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.25";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.25;23089.5758259907;35785.0115157679;139970.310781408;252752.096872824;282341.416445068;143189.185094351;124549.744836587;20566.6595056748;0.981280496392562;0.9899;0.7236;1;0.959;0.995;0.746;9.899;9.69883333333333;NA;7.236;6.633;NA;0;0;0;0.203433340512853;0.33762012319326;0.70869134664992;8034.04028530103;39748.2030567058;76093.0089594654;40253.4368223966;11161.2832500873;7420.8814196031;0.998311819915372
"last";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.26";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.26;20955.6895598549;32637.3458817561;126494.895472776;244808.083393074;270651.529765124;134127.004254546;112078.835457021;19534.672495611;0.978385020602216;0.9911;0.7538;1;0.96;0.995;0.774;9.911;9.76183333333333;NA;7.538;7.02616666666667;NA;0;0;0;0.207115093671739;0.351868287435186;0.746105370266955;7685.5849340947;37185.0025668935;75440.0750065495;38678.5105938012;10926.308730688;7188.33986443365;0.995656374305816
"last";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.27";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.27;15957.4524782116;26729.7006035479;119376.356077274;237809.911870925;267759.897216912;127231.352727898;103959.129010636;18993.9244967306;0.974215332335923;0.9908;0.7858;1;0.972;0.997;0.8;9.908;9.776;NA;7.858;7.31258333333333;NA;0;0;0;0.213097449931289;0.368068370948432;0.795356136103997;6195.64392714124;36126.0028167014;76658.5450150784;38005.764015461;11297.1850126436;7287.91243659554;0.993106153585385
"last";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.28";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.28;14722.2559900661;24030.3175096025;107171.004462633;230437.256945008;260531.359157146;119005.288918386;90842.131030242;18160.3079130079;0.971372460275383;0.9913;0.8154;1;0.981;0.999;0.828;9.913;9.78433333333333;NA;8.154;7.63683333333333;NA;0;0;0;0.217702972311744;0.382418516884054;0.874214538782424;5781.54188634071;33680.3641866949;77004.9456806503;36495.1145278104;11115.7516710424;7163.33188926278;0.992017319335204
"last";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.29";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.29;13718.3005723617;21155.8952643214;94846.0752807517;225196.659879609;256496.825457736;111503.476644896;76827.6687007185;17002.5834047708;0.959065105226926;0.991;0.8368;1;0.98;0.999;0.862;9.91;9.77933333333333;NA;8.368;7.88883333333333;NA;0;0;0;0.226375368202711;0.399530211928822;0.981432570961673;5464.58644124103;31966.4636664641;76414.7448616098;35369.0508050803;11267.1793499716;7087.17560079178;0.981697032916848
"last";"ASSss3_HCR12_RECmed_INNvar_OERnaq_Fscan0.01";"ASSss3";"HCR12";"RECmed";"INNvar";"OERnaq";0.01;472023.062940716;506620.002652029;654294.578309389;854554.356938532;920840.143370647;671908.253604376;656300.082256245;67381.2618918379;1.01056936566902;1e-04;0;0.001;0;0.001;0;0.001;0.001;2041;0;0;2041;0;0;0;0.00748658074765671;0.00995796434362892;0.01286375997486;4556.69930486909;6456.76941909899;9375.10921292397;6659.94905107642;1092.48472620823;761.482623539396;1.01529969115925
"last";"ASSss3_HCR12_RECmed_INNvar_OERnaq_Fscan0.02";"ASSss3";"HCR12";"RECmed";"INNvar";"OERnaq";0.02;456058.401503771;489864.797081353;633377.524350397;841396.772808466;910508.501455882;654543.663443274;639251.106021947;67450.2092349772;1.01112617738647;2e-04;0;0.002;0;0.001;0;0.002;0.002;2041;0;0;2041;0;0;0;0.0148682006763495;0.0199228344514946;0.0260237180089218;8817.60381470357;12511.5650147847;18393.0645244156;12941.8666045388;2201.3517172599;1530.93819468842;1.01532373733751
